dataSource	Original springflow	Modified springflow	Difference
dfc4991c09c3422e73dd7754138308b2.csv	16.693363	12.506676	4.186687
a3201a7242c384b4df81c5b2e5279c8e.csv	16.616928	12.426134	4.190794
c974a747ef7a3159cbae27b240353f09.csv	16.439808	12.248209	4.191599
bedf20f3b31812690fc13705d0a027ef.csv	17.147476	12.955171	4.192305
39bfa02e065fd3ff4448032b83016c11.csv	16.530554	12.337706	4.192848
364311332b708e216209f0c12cf7dbe3.csv	16.53266	12.337706	4.194954
d0a0dfa493dd6045ddec25549f8dcf5d.csv	16.884548	12.666483	4.218065
888449c53d33a6d461ac15e64c33b824.csv	16.82385	12.60257	4.22128
90ed4e420c453036329c47e7cb31449d.csv	16.874445	12.652277	4.222168
f75c583b9075dcdfc5e9b97e8add6990.csv	16.891977	12.666483	4.225494
4519392f7206403106d08f3a583881c5.csv	16.908728	12.676699	4.232029
8fcd007b2942f0e38ba603b8fa85880d.csv	17.40723	13.152578	4.254652
210598834e18f4dd333431a59d205ce4.csv	16.898932	12.641417	4.257515
77faeb1c96b23bd3fda3b8026415e633.csv	17.196394	12.911684	4.28471
7f1c33a3fed1cd2fa79eb2aa7a29fa24.csv	16.978062	12.684192	4.29387
9ccbefdfe28bc349690ebda9640001a1.csv	17.191475	12.892707	4.298768
9340228ef7952ff36ce3a2e3cdf5dddb.csv	16.889051	12.583546	4.305505
084a46320483fa3d5d0ce7af5ef8ab79.csv	16.7128	12.402956	4.309844
da3723623b1d2d5204ed7c44e1bc5ae9.csv	16.715868	12.402956	4.312912
2f97638508a4bfb878f52e3dcc406b57.csv	16.694	12.37441	4.31959
0cc985d51f38249c4e03dc08e3e7fba6.csv	17.231728	12.90805	4.323678
678484fc87c5233124134ac073db4efe.csv	17.24224	12.916684	4.325556
726f9eb6598dd4406d4804ba404bce97.csv	17.402882	13.075932	4.32695
5634e335cab0249cb41897840615dcd9.csv	17.015436	12.683185	4.332251
251560a57e59c98e79b6a11d093b5ada.csv	16.666426	12.32919	4.337236
2e8b198a683728de8abecaaf9466f0ee.csv	16.738623	12.391341	4.347282
274b3ce72d630331b4cf660cb5d62b60.csv	16.657896	12.310198	4.347698
44bc7f824bf0d6ebf00556d2b8d99be8.csv	16.506931	12.158831	4.3481
eebd4142f2a4f6196de56d8e35df9510.csv	16.658863	12.310198	4.348665
0d1fc373fa2e50147dbaa7e6ea55bffb.csv	16.625214	12.275802	4.349412
7ecd5055c240434e8819d873003e8efd.csv	16.413477	12.061372	4.352105
46580d0a67e961885729f48197b27af3.csv	16.559963	12.206002	4.353961
e4bb596ecf562396433cef5c7a1fac19.csv	16.741957	12.386217	4.35574
9160bd62cc1897d1e9a150976c98c826.csv	16.246199	11.888485	4.357714
cbbf8a2c93815feb58662bcbc62c6f94.csv	16.229452	11.867234	4.362218
1ad5f8dc3e4ab7d0f13e880d51fb73d8.csv	16.126698	11.764391	4.362307
65344bae9bb8422fc06adce25af49241.csv	16.22013	11.848392	4.371738
6b71d14d6857eca3fceb139547f314e4.csv	16.223505	11.851396	4.372109
df86ccafb443fde617d550ea522aaf49.csv	16.22319	11.848392	4.374798
17da434c48bf34b26fb50a286ebbba5b.csv	16.298178	11.9161	4.382078
81959fdc7e8291db9afb5c459e36138c.csv	16.455088	12.071409	4.383679
8b589106bf0b3b1cff3716cc5263bc05.csv	16.215881	11.832063	4.383818
a5f77361ddcf11465962e52344ec788e.csv	16.124413	11.739681	4.384732
b29cd707e7852382d5221750d509bd39.csv	16.458155	12.071409	4.386746
6dac27bcf2dc2e641783dff23512f59a.csv	16.217087	11.829986	4.387101
37a30896912f2629f1d732276b20b043.csv	16.236317	11.848138	4.388179
575474d2ff84343a1216e87cef9f6014.csv	16.239693	11.850288	4.389405
b4c3cca365638fb8a6b892dda96dcb2c.csv	16.190311	11.793764	4.396547
a2f63ecff6b1710944e4d04de67ebf54.csv	16.451836	12.052403	4.399433
56532f4c5c5e86e1a9e30567db5cd064.csv	16.297764	11.898309	4.399455
a0ad4ddc2fb186782dffc4cc33003ee3.csv	16.454899	12.052403	4.402496
1e17e60e99d91c0af9cf74f18357b762.csv	16.456932	12.053623	4.403309
6df9b5f40784a617753f98058846c615.csv	16.455868	12.052403	4.403465
c23248fc076048655892b5542a3b300c.csv	16.910803	12.504628	4.406175
ab4a87aee1c35029ebc9027cbe3b4f9a.csv	16.391373	11.984541	4.406832
16f9104d8f689043bb23ffffdd019430.csv	16.292782	11.879957	4.412825
94786ef147cd833cc4fc5cefab67e1ac.csv	16.294882	11.879957	4.414925
5eb4903afb0ee81e75d835d8f52ed0f1.csv	16.379286	11.956988	4.422298
2fda619032965a1ce79f64b70628807b.csv	17.170805	12.725042	4.445763
e1e0afbf471e1e72a212c840641c1e0a.csv	16.740282	12.263409	4.476873
214fbbf6ff37f2244dcd5861e0a0b608.csv	16.959108	12.480572	4.478536
39e931c2813b55d788631183e12e1187.csv	16.953691	12.46158	4.492111
3cea9f5a6e4f4076029695ee5e83cdaa.csv	16.456787	11.937804	4.518983
6dd9bce280ed43a970bf111da24f02a6.csv	17.005655	12.486	4.519655
f233a4424853630f005060d15e3bb9ee.csv	16.994102	12.471979	4.522123
4ff596b619f19f9e75952f7dda89432b.csv	16.777447	12.2508955	4.5265515
30be26a0019592f35553a0decfac33d7.csv	16.56946	12.036658	4.532802
96150d7750d06bf41269c76e0de2eb96.csv	16.437899	11.904346	4.533553
66394f0b2353edbb5bf3071495b1d1f4.csv	15.996888	11.46316	4.533728
69647af0b3b4b5a193ae13d2650f2bf0.csv	17.171253	12.630339	4.540914
0d0916be2860f7a0b81b5646608a1928.csv	16.499935	11.9583	4.541635
7eab9994fa0f5614ea22f5e5648b318d.csv	15.992258	11.441995	4.550263
c72bc7a90ed6ce8b4054d0ca86da042e.csv	16.511997	11.959369	4.552628
b14eff4d81e0586ae064092f079f9468.csv	16.501434	11.948628	4.552806
e50c45736a9839b7a6fa05ab050a8ca6.csv	16.504843	11.950528	4.554315
6ae9f19baccd54977e0dde85a5b60b98.csv	15.889648	11.330003	4.559645
0e5d57dac7ad14ffe037628d4e9046c2.csv	16.049103	11.488604	4.560499
8a25fe7250379c34c4501f752ff5b408.csv	16.429146	11.86652	4.562626
60c573f5722d509117286b89242e7cdd.csv	15.987061	11.422595	4.564466
7d0654da1fdba86039c0f0a10215125d.csv	16.41261	11.847991	4.564619
705bbad8d79b6c84b415c9829f8ba33f.csv	15.990458	11.424756	4.565702
68536881bd3732a6f6bb6dad4ab61401.csv	16.576256	12.009486	4.56677
0a6042b99bad11bcff5f6516bc4d43dd.csv	15.982914	11.414974	4.56794
cf307d88fc7367a2865d0c045b8f2817.csv	16.35423	11.785302	4.568928
fdcd533b66cea20c145ef2a89213eecd.csv	15.986309	11.417124	4.569185
f2bf94fea925ac0a15d32f9d11c59929.csv	16.20531	11.635833	4.569477
a449d7f4f4c49c602594c6ed05934b04.csv	15.985981	11.414974	4.571007
e7fcae946c38f0e82181c493c8c6db78.csv	16.208368	11.635833	4.572535
37849f3e3818ee61767c88e2855905f8.csv	16.420635	11.8475	4.573135
c6cbffe0604be6d102cbe0cea8392976.csv	16.4216	11.8475	4.5741
c964b520c5569566fe69b5b9a4665bf0.csv	16.270212	11.694205	4.576007
697161298a2ac0259b84408d6943b4d7.csv	15.887367	11.310995	4.576372
503ff51dd7eb2f7535e19c31b9028004.csv	16.048681	11.470827	4.577854
75d16d7cea2f52d0af7ba34ac654ff3c.csv	16.256516	11.678599	4.577917
ae00504ff137c4f294975dfeffdd1369.csv	16.323149	11.743774	4.579375
dc320b037daffe7632b54f6231c73c1a.csv	15.97863	11.398128	4.580502
12b3f92c5981cea11b86983e8cfc986c.csv	15.979868	11.396906	4.582962
8cf8c78238bef490954ca8b591b4ca98.csv	16.202078	11.616825	4.585253
64a74284343e3390ea931af8f2cda7a0.csv	16.351717	11.765674	4.586043
7849818cd418963833dc60dc303b1f3d.csv	16.205118	11.616825	4.588293
65f2e05af310aa1379e641f9afbbdfe1.csv	16.043697	11.454639	4.589058
6eea9c5cf8f77fd2d05c8c68c26e11be.csv	16.207144	11.618046	4.589098
3361a2eda32baf25c96ffd696cedc5d9.csv	16.354786	11.765674	4.589112
7871e2df51d355d9bd261d0497d44e3d.csv	16.206078	11.616825	4.589253
e29adf87399d975b7fe44c217690f690.csv	16.14225	11.552894	4.589356
0c2dc1cd7db92b188e5aa010a3750cca.csv	16.045803	11.454639	4.591164
d676f00e749bee8e2f69cd0100f51c43.csv	15.953165	11.3594675	4.5936975
e9becc6f83314cd0c1763d5f80bc16b5.csv	16.386925	11.791153	4.595772
c9272abe9522e65b09f82812e4aeda76.csv	16.67317	12.070997	4.602173
9da5f0240f991f75b21fa80c226e7bec.csv	16.142551	11.528603	4.613948
c864a92dde085c3f5f69174d1d8e14b5.csv	16.39849	11.760682	4.637808
c61e7e38580ddcff95a18bdba9145e27.csv	16.349031	11.710603	4.638428
3e5a69971a520ca72574e9086bb42b74.csv	16.40874	11.76037	4.64837
dc87cfe7a30efd4dec17245e8ad9698c.csv	16.416166	11.76037	4.655796
03cf478813910b1952c1570c1a74db9c.csv	16.433386	11.770516	4.66287
731482bba6fb7393ff161245c2cfd774.csv	16.423916	11.74984	4.674076
43d10c787bfda2739c9de6e928ad3874.csv	16.50294	11.80105	4.70189
20bd9a66c883831c1e545fcc5763e05b.csv	16.722406	12.015365	4.707041
7c6c2109c9df01bd19d9d0208e53c555.csv	16.717056	11.99631	4.720746
fb698ea87f3f3e79e1d1fe872a94415e.csv	16.21999	11.498614	4.721376
c671557c20c130eb8164cdda4ced9543.csv	16.332401	11.603807	4.728594
d0606d10aa3bf0ffdc8bd2dec846d608.csv	16.413515	11.6832695	4.7302455
ae4c6517fc86c3a32a8ad2242953a2f5.csv	15.759975	11.026223	4.733752
103776b49263e05521a3873b0d4b95a5.csv	16.237925	11.502171	4.735754
5c16dc32bcaa94fdde518b58d88eadea.csv	16.240992	11.502171	4.738821
4d1b3e9fbffb6ef9dffc75f78115ba11.csv	16.201159	11.460912	4.740247
edfb4ec00b36f0f58d9f751e7d28db7b.csv	16.117504	11.374766	4.742738
7f809ee9eb9b1d84c539db71db2e8f74.csv	16.76782	12.023533	4.744287
39c08627ee4abe263e19ad4f1ebc28e2.csv	15.753503	11.008072	4.745431
04bbef0ece415aab69c84ec0452b3294.csv	16.192516	11.4467125	4.7458035
e55e4ea2a3e11aa2476137baea35dfbc.csv	16.263067	11.5170145	4.7460525
e5032c942c0c844ce5d1b792b2cfa117.csv	16.275112	11.526042	4.74907
61401c99f5ae3f3c2e3231045eb307be.csv	16.757294	12.006458	4.750836
86a842a00a1751389222ae9ed07fa8f7.csv	16.17592	11.424707	4.751213
bdc8c18bf9f94a24ecffab9ec651a2b8.csv	16.264647	11.512401	4.752246
699a0ac5ba836e173650a9a13b0c390a.csv	16.539568	11.785504	4.754064
77abc5d53d79ad94cb352616d2ebf89e.csv	15.745926	10.991075	4.754851
3e58c67465f8ed4b414a7ba2ff4948e6.csv	15.74932	10.993223	4.756097
ae351d7bb27a0e20e3bef8ee3cd3a360.csv	16.18392	11.427715	4.756205
a7c7aac87b62f4eaec95464c2e666238.csv	16.268013	11.511669	4.756344
61d9ec00604746b003e49d63660079e5.csv	16.184885	11.427715	4.75717
fdfb47f9565074f3d16f45b9fe269891.csv	16.93229	12.174589	4.757701
5ba67bf61ae370c146ee9629e8532d45.csv	15.748996	10.991075	4.757921
1bdab46a6806099ad184e4f0fbd2ea91.csv	15.812169	11.053849	4.75832
4c3aab5468f1e80cbd89b81f7513dfb7.csv	15.748312	10.989804	4.758508
66075d5546266c8f31f750634519104a.csv	15.968246	11.209234	4.759012
8a80b1c2d4473708d709d7c8ea20d445.csv	15.751713	10.991943	4.75977
ea40aa43cad248c3950354603df66476.csv	16.11501	11.354851	4.760159
61ca7e9377d36b904cdf1052753bfae7.csv	15.971307	11.209234	4.762073
6d8f973a87c09a88ab701c5c750b19fd.csv	16.033485	11.270321	4.763164
55319d0a6abb4243d4745778962b54af.csv	16.118061	11.354851	4.76321
e10901af4a373968965099258434a4ad.csv	16.019613	11.254288	4.765325
c243d4659621a3b0367d526a62cf982e.csv	16.339144	11.572955	4.766189
ec3c92eee5cfd394d4454441608182af.csv	15.741653	10.973911	4.767742
b3585f1b9e52eeaddcbde6096f8d0e7b.csv	15.741135	10.972691	4.768444
1cca4d2a057bb72b29e598384034836f.csv	15.939949	11.170577	4.769372
b674baed893f7baa29863ca2bfbbbc59.csv	16.086456	11.315908	4.770548
223083fcdba4f2cc0fed5089d7cb7b8c.csv	15.964994	11.190236	4.774758
6a21547f2814543d265c7a7e71b4527d.csv	15.811714	11.036077	4.775637
e1f7f95b6887ab33f71bacfc5e0b5cb7.csv	15.968047	11.190236	4.777811
285421180a1f4adb270572f5d92a71ca.csv	15.970082	11.191458	4.778624
9d65776e804e14a093453a404fcebde7.csv	15.96901	11.190236	4.778774
1b66587035744fcd97dba9faf6dc53a3.csv	16.150286	11.370928	4.779358
6b82cc22660c9b5f082de24e441b9a0f.csv	15.8067665	11.021774	4.7849925
00098f955aceb3833d19c83d4b498739.csv	15.80884	11.021774	4.787066
7283b6d903febdc8691d5a663b4c8029.csv	16.14915	11.337756	4.811394
432bb854c53aac89759dc8e710a0f113.csv	15.905506	11.093952	4.811554
75e4197da30b36d832c00a1a59b7e460.csv	16.099756	11.28787	4.811886
897d0883e16f080c8febb046afe67688.csv	16.435884	11.620934	4.81495
0eb9c70d79c66da9eb172c086b72ed54.csv	16.15946	11.340014	4.819446
7c659881e114675aa8c58c17d354550e.csv	16.196371	11.3555	4.840871
860dc96daacd6af3acc4257bfbbee8b2.csv	16.186739	11.331548	4.855191
fbf7c2683ab21d8f8aba7f42096bcfe4.csv	16.696096	11.8405485	4.8555475
dcc68668bfa3ead1cf3b43d9febdf4a5.csv	16.253466	11.36505	4.888416
9f9a7bb6d4b60794823f94caab837a9e.csv	16.484379	11.587652	4.896727
8d4728fe1dbb881cb2dd72e0b07a465f.csv	16.479021	11.568658	4.910363
0172e84f80f6c2fb7bb21e68dfaed430.csv	16.0011	11.070877	4.930223
69be37f55e3d0c041ea502bd4330c3b8.csv	16.290749	11.360317	4.930432
7ebbc8c3aa48da0e0855c31262ca9302.csv	16.004166	11.070877	4.933289
b9960038334e444c83dbfff9d8023da3.csv	15.5155945	10.579576	4.9360185
81564dff49656a7e1c7bcba9b7fbfcc2.csv	16.519331	11.582848	4.936483
10dbb6d0176f905a1aae27e07b46c0b7.csv	15.955649	11.016762	4.938887
1e510f03646cee95ee9c7079ae4bc685.csv	16.530632	11.591518	4.939114
85287d47a2a07d5e8b732a3dab378cb3.csv	15.939042	10.998717	4.940325
690f461d3b8dc88aa661e9db31646d22.csv	15.947036	10.997763	4.949273
3904c40f43232f0172939d274c88cb9a.csv	15.948007	10.997763	4.950244
743c2e174b33fa2ae31857b4e779b91f.csv	16.695488	11.74324	4.952248
cdfc3705aaef1a134b4985b9d63372dd.csv	15.796528	10.844271	4.952257
aa20b6e6730c0269e1b5a1d78cd94fd0.csv	15.510866	10.558415	4.952451
d494168d01a53d1a6d879a8522d8c851.csv	15.4080105	10.454052	4.9539585
8f44f5f9cd2764936f76d148549cd7c7.csv	15.782672	10.822381	4.960291
bc67ac065f5148bed91bd84c8ca645f2.csv	15.505683	10.54246	4.963223
8f78184d1b0c54f18f46602783ba8479.csv	15.509066	10.544654	4.964412
2b0129b546de47d44335f5686362548d.csv	15.57304	10.607052	4.965988
10df7cfe05cf012489b8c3f52d2d504c.csv	15.405721	10.435039	4.970682
e479f1be4e2ea992e171a7f9f10ad3a3.csv	15.5673065	10.589263	4.9780435
9eaae3284c2fac9304f041490bf50550.csv	15.913288	10.931611	4.981677
e66256ad4ec7ca8b69571a360bca49db.csv	15.471649	10.484885	4.986764
cc5394a5449ed9c3e13d7b01020999bb.csv	15.562332	10.574274	4.988058
0b2d311ddd50b3a280844708138b2a18.csv	15.5644245	10.574274	4.9901505
5482586c1c346c9bc42694ffe686b800.csv	16.19914	11.186389	5.012751
4d65b0b4d5ce772617bdb62f2a4db2ca.csv	15.668117	10.646491	5.021626
e371434fc950f45bb495d37b5f25d723.csv	16.235468	11.141841	5.093627
ecf67d72342bab36b9650d3fdc3185f8.csv	15.927238	10.823931	5.103307
5cf38b3ab055f132d660677d313f6c1c.csv	16.230122	11.122842	5.10728
5d21b925c4b237b850fed51cc252ba3a.csv	15.278964	10.164679	5.114285
3ce24e5adab7ede03f4a8881603e0f7d.csv	15.274275	10.137275	5.137
8c4fff737a46a788b3f6933bb51a84f2.csv	15.264947	10.124789	5.140158
87fd923309f934eaa01c8bc44b2550c1.csv	15.26834	10.127013	5.141327
29bf657e06eff7f89843f811671d6c57.csv	15.487658	10.344971	5.142687
e42b8a9c891482508bc606b2c4733c57.csv	15.269098	10.126277	5.142821
6b9a28caed2f812d7f90e2d948b7da00.csv	15.268012	10.124789	5.143223
71b1b3ac118129b43b539fcd3c377330.csv	15.272492	10.129228	5.143264
64a196adfe9da381dd4ba6e4b97886ad.csv	15.764052	10.6188	5.145252
88c8b769fd8ea5277ef3c558ac2f5f2f.csv	15.331427	10.18614	5.145287
518711adf8cf6c9a2bba83f13b03a64c.csv	15.490706	10.344971	5.145735
adfcc94b49915af7252a0f25e5a1a0d1.csv	15.727283	10.581158	5.146125
c4ce6b516a9e303b003d1f118915cfa6.csv	15.7671	10.6188	5.1483
9981a900a9f16468ffc1d00a3038d4b0.csv	15.260214	10.107631	5.152583
1783946897c7396b79815278db76bd2a.csv	15.71871	10.564466	5.154244
6642e56587eea9c612dad53798d01b2c.csv	15.701745	10.547059	5.154686
58a326769f3be63276ef9e5cd004d534.csv	15.26192	10.106405	5.155515
0a27bea5d1902b579b97244531373951.csv	15.484404	10.325978	5.158426
d471f2767e9f9560a106695e75bf6e23.csv	15.487448	10.325978	5.16147
5b96e0195e5b602f4ecedd79549bb704.csv	15.489482	10.327197	5.162285
74b7896ec71514051a21403dc3e61e31.csv	15.488413	10.325978	5.162435
0c39abb76a78a422df8ce904c50683fe.csv	15.330832	10.168358	5.162474
2b276bc2b9a7ed5ee9228ce2c6729dd9.csv	15.709804	10.545439	5.164365
5f6f48fe26c77869cb2fcd6fa8ea730c.csv	15.711071	10.545439	5.165632
11854c65b2ae3d781faca72f04f1c5f7.csv	15.559514	10.38946	5.170054
8a741ecffddb7eac47050f16eb72c0a8.csv	15.325872	10.15567	5.170202
79e73f6f1b21c3729b523834a774bd56.csv	15.424522	10.253082	5.17144
2f5ea2ee12ec9435defe34ba2e78d669.csv	15.327934	10.15567	5.172264
636741a080944176313ba08ce712f13f.csv	15.612419	10.438182	5.174237
6c11af9a4b30ce781354d63d94a53518.csv	15.545591	10.3703375	5.1752535
f8c61475943fe25b579dd202c9f474c0.csv	15.676046	10.490184	5.185862
f375ebfe6690e6002b456598e9463752.csv	15.432265	10.230429	5.201836
61666fb1a6872501a8dfc5be4cc26856.csv	15.687736	10.400084	5.287652
7c6dc0c85a2f1cea77f345a34bd9f468.csv	15.510078	10.19739	5.312688
bf49a9637ef46ab86d4241d7f55d69d5.csv	15.622409	10.300678	5.321731
18300999f891b60106db9422def41e10.csv	16.044035	10.717632	5.326403
8e27df88a35bcb03332e7ac2e04128d0.csv	15.491183	10.162538	5.328645
c7737843cdca18c48680936888097fe1.csv	15.48254	10.149978	5.332562
0d403a51173d1e5767099edbee2adcec.csv	15.40747	10.073379	5.334091
a2c2035ac5e233b2dcf21a96ad34b067.csv	15.4658985	10.1293955	5.336503
8a03d29fcfb1c097b99185ba46cd3670.csv	15.5531645	10.215801	5.3373635
60ce3bafb1dbb0a6aefe93f038ade79e.csv	15.56534	10.224423	5.340917
633fe5c4ce2ea95650e94898af022b5f.csv	15.473916	10.131218	5.342698
b0b55595622854fdc446a284120beeb9.csv	15.474881	10.131218	5.343663
af08c4a646d96b57fcb7cc91ec535ad4.csv	15.554809	10.208047	5.346762
9a92a8c7b8849e7cd2942a46e358fe71.csv	15.558179	10.208221	5.349958
e1f417ea97979611dd7f629dccbdcbc1.csv	15.404969	10.053432	5.351537
ea88e46d05e8d2509c91e1ea916c8caf.csv	15.408013	10.053432	5.354581
0e54fb7e579b366e818a10bb3e35258a.csv	15.629342	10.270117	5.359225
1862040e13a04bdd3555e236869c745c.csv	15.066845	9.693264	5.373581
f1e1829849cd03d32bc42a24e64fdeda.csv	15.069915	9.695614	5.374301
5b293c6fd273ed4de25b46adbd86a238.csv	15.069705	9.693264	5.376441
420751392204e5ec4b296aafd6860b17.csv	15.06259	9.676454	5.386136
1bb684c7fbf807ccc890c4a8df124c6e.csv	15.063543	9.675261	5.388282
5f4f28ba90dc0b3cb3837a1e7906e583.csv	15.431747	10.038897	5.39285
25cfe699cc59ca281397718ca77758d1.csv	15.382251	9.982971	5.39928
475ac333ce0247b80a19442643e317f9.csv	15.441991	10.039706	5.402285
a46c990f79fc98ace481827abe3df527.csv	15.725153	10.316383	5.40877
dc4653ad81b651f80514d0903100a12b.csv	15.4494095	10.039706	5.4097035
9ff2f74fae4b6885514a6284c816b89b.csv	15.486476	10.049967	5.436509
ef5bbfdf13deb42a9d6003655443022d.csv	15.476825	10.02144	5.455385
e96be6c5d55136f29aeddedca422a944.csv	15.535554	10.058091	5.477463
e1dd55c63913640b95fa63b6f4e2440e.csv	15.762349	10.277606	5.484743
0ee5707f6cd4918bf10ac160976ab984.csv	15.7569895	10.258596	5.4983935
06e825bd4981ea3b8ecab808467a62b7.csv	15.1710615	9.6574	5.5136615
cec040fbfbced1e652ed9480a0a1a702.csv	15.797302	10.27086	5.526442
74bdfc75402e2752a9ec23763e76a8d2.csv	15.229524	9.701533	5.527991
b374aa7c37b784092500032ee56f4493.csv	15.16854	9.637454	5.531086
8c9f2319b177080dc71ae33dd241022a.csv	15.171606	9.637454	5.534152
1714568e26812e8380085c08c928816b.csv	15.048773	9.485713	5.56306
a5a9e3e2c6c3cfb6583e42c5d3ea6e4b.csv	15.051862	9.485713	5.566149
79db6742f330f15fa95fba96b7dd0134.csv	15.052829	9.485713	5.567116
62f12552aeca599a313bdab6dd8f23da.csv	15.749452	10.119834	5.629618
0c3948566298f72baea16095748bbbbf.csv	15.518381	9.861775	5.656606
342b8c641a6122b92bf9cbe59a7228d4.csv	15.513051	9.842774	5.670277
0172b74566040af8a0f39fb13d32a0bc.csv	15.036542	9.351716	5.684826
9f097ea98ba6bf34b87966299037d42f.csv	15.148961	9.45671	5.692251
debc98fca6e1a3a3c92d7b060c0fd60c.csv	15.555	9.858488	5.696512
9327ab48af12a4256c1e3c3d6867b732.csv	15.079754	9.3737545	5.7059995
c33727521a6dce8dc0463f31b2012dc5.csv	15.081179	9.36269	5.718489
05d32b84f3388428d77d52cdf8647bd6.csv	15.084541	9.364833	5.719708
9d2c920282603335ec98aa4474a94af2.csv	15.74913	10.0259905	5.7231395
